"","ID","Dyad","obs","time","mod","Trial","ID_p","Dyad_p","obs_p","time_p","mod_p","Trial_p"
"2585",5,5,658,32,-0.6666667,6,505,5,848,32,3,6
"2586",5,5,693,33,-0.6666667,6,505,5,867,33,3,6
"2587",5,5,711,34,-0.6666667,6,505,5,846,34,3,6
"2588",5,5,691,35,-0.6666667,6,505,5,852,35,3,6
"2589",5,5,630,36,-0.6666667,6,505,5,892,36,3,6
"2590",5,5,559,37,-0.6666667,6,505,5,914,37,3,6
"2591",5,5,586.6667,38,-0.6666667,6,505,5,900,38,3,6
"2592",5,5,663,39,-0.6666667,6,505,5,886,39,3,6
"2593",5,5,705,40,-0.6666667,6,505,5,850,40,3,6
"2594",5,5,694,41,-0.6666667,6,505,5,822,41,3,6
"2595",5,5,624.6667,42,-0.6666667,6,505,5,824,42,3,6
"2596",5,5,621,43,-0.6666667,6,505,5,874,43,3,6
"2597",5,5,669,44,-0.6666667,6,505,5,932,44,3,6
"2598",5,5,627,45,-0.6666667,6,505,5,948,45,3,6
"2599",5,5,651,46,-0.6666667,6,505,5,934,46,3,6
"2600",5,5,649,47,-0.6666667,6,505,5,828,47,3,6
"2601",5,5,682,1,-0.6666667,7,505,5,804,1,3,7
"2602",5,5,660,2,-0.6666667,7,505,5,935,2,3,7
"2603",5,5,584.6667,3,-0.6666667,7,505,5,946,3,3,7
"2604",5,5,560,4,-0.6666667,7,505,5,888,4,3,7
"2605",5,5,647,5,-0.6666667,7,505,5,838,5,3,7
"2606",5,5,694,6,-0.6666667,7,505,5,900,6,3,7
"2607",5,5,631,7,-0.6666667,7,505,5,949,7,3,7
"2608",5,5,644,8,-0.6666667,7,505,5,972,8,3,7
"2609",5,5,620,9,-0.6666667,7,505,5,960,9,3,7
"2610",5,5,551,10,-0.6666667,7,505,5,872,10,3,7
"2611",5,5,504.6667,11,-0.6666667,7,505,5,878,11,3,7
"2612",5,5,540.6667,12,-0.6666667,7,505,5,813,12,3,7
"2613",5,5,583,13,-0.6666667,7,505,5,824,13,3,7
"2614",5,5,630.6667,14,-0.6666667,7,505,5,798,14,3,7
"2615",5,5,656,15,-0.6666667,7,505,5,851,15,3,7
"2616",5,5,550,16,-0.6666667,7,505,5,858,16,3,7
"2617",5,5,554.6667,17,-0.6666667,7,505,5,890,17,3,7
"2618",5,5,596,18,-0.6666667,7,505,5,880,18,3,7
"2619",5,5,618,19,-0.6666667,7,505,5,844,19,3,7
"2620",5,5,699,20,-0.6666667,7,505,5,868,20,3,7
"2621",5,5,674,21,-0.6666667,7,505,5,855,21,3,7
"2622",5,5,552,22,-0.6666667,7,505,5,824,22,3,7
"2623",5,5,526.6667,23,-0.6666667,7,505,5,832,23,3,7
"2624",5,5,635,24,-0.6666667,7,505,5,837,24,3,7
"2625",5,5,704,25,-0.6666667,7,505,5,894,25,3,7
"2626",5,5,670,26,-0.6666667,7,505,5,906,26,3,7
"2627",5,5,707,27,-0.6666667,7,505,5,843,27,3,7
"2628",5,5,674,28,-0.6666667,7,505,5,806,28,3,7
"2629",5,5,663,29,-0.6666667,7,505,5,878,29,3,7
"2630",5,5,615.3333,30,-0.6666667,7,505,5,906,30,3,7
"2631",5,5,590,31,-0.6666667,7,505,5,864,31,3,7
"2632",5,5,671,32,-0.6666667,7,505,5,862,32,3,7
"2633",5,5,668,33,-0.6666667,7,505,5,802,33,3,7
"2634",5,5,674,34,-0.6666667,7,505,5,806,34,3,7
"2635",5,5,638,35,-0.6666667,7,505,5,820,35,3,7
"2636",5,5,646,36,-0.6666667,7,505,5,782,36,3,7
"2637",5,5,674,37,-0.6666667,7,505,5,823,37,3,7
"2638",5,5,703,38,-0.6666667,7,505,5,810,38,3,7
"2639",5,5,655,39,-0.6666667,7,505,5,819,39,3,7
"2640",5,5,616,40,-0.6666667,7,505,5,770,40,3,7
"2641",5,5,598.6667,41,-0.6666667,7,505,5,738,41,3,7
"2642",5,5,613,42,-0.6666667,7,505,5,804,42,3,7
"2643",5,5,674,43,-0.6666667,7,505,5,883,43,3,7
"2644",5,5,634,44,-0.6666667,7,505,5,918,44,3,7
"2645",5,5,627,45,-0.6666667,7,505,5,912,45,3,7
"2646",5,5,592.6667,46,-0.6666667,7,505,5,870,46,3,7
"2647",5,5,627,47,-0.6666667,7,505,5,826,47,3,7
"2648",5,5,665,48,-0.6666667,7,505,5,754,48,3,7
"2649",5,5,665,49,-0.6666667,7,505,5,788,49,3,7
"2650",5,5,620,50,-0.6666667,7,505,5,850,50,3,7
"2651",5,5,641,51,-0.6666667,7,505,5,860,51,3,7
"2652",5,5,624,52,-0.6666667,7,505,5,844,52,3,7
"2653",5,5,663,53,-0.6666667,7,505,5,860,53,3,7
"2654",5,5,582,54,-0.6666667,7,505,5,890,54,3,7
"2655",5,5,556,55,-0.6666667,7,505,5,916,55,3,7
"2656",5,5,640,56,-0.6666667,7,505,5,900,56,3,7
"2657",5,5,649,57,-0.6666667,7,505,5,866,57,3,7
"2658",5,5,625,58,-0.6666667,7,505,5,775,58,3,7
"2659",5,5,557.3333,59,-0.6666667,7,505,5,782,59,3,7
"2660",5,5,516,60,-0.6666667,7,505,5,772,60,3,7
"2661",5,5,508,61,-0.6666667,7,505,5,762,61,3,7
"2662",5,5,633,62,-0.6666667,7,505,5,804,62,3,7
"2663",5,5,666,63,-0.6666667,7,505,5,875,63,3,7
"2664",5,5,703,64,-0.6666667,7,505,5,894,64,3,7
"2665",5,5,681,65,-0.6666667,7,505,5,894,65,3,7
"2666",5,5,642,66,-0.6666667,7,505,5,870,66,3,7
"2667",5,5,646,67,-0.6666667,7,505,5,814,67,3,7
"2668",5,5,586.6667,68,-0.6666667,7,505,5,862,68,3,7
"2669",5,5,655,69,-0.6666667,7,505,5,922,69,3,7
"2670",5,5,702,70,-0.6666667,7,505,5,902,70,3,7
"2671",5,5,689,71,-0.6666667,7,505,5,888,71,3,7
"2672",5,5,700,72,-0.6666667,7,505,5,798,72,3,7
"2673",5,5,706,73,-0.6666667,7,505,5,806,73,3,7
"2674",5,5,670,74,-0.6666667,7,505,5,806,74,3,7
"2675",5,5,659,75,-0.6666667,7,505,5,777,75,3,7
"2676",5,5,654,76,-0.6666667,7,505,5,806,76,3,7
"2677",5,5,648,77,-0.6666667,7,505,5,839,77,3,7
"2678",5,5,668,78,-0.6666667,7,505,5,824,78,3,7
"2679",5,5,665,79,-0.6666667,7,505,5,788,79,3,7
"2680",5,5,632.6667,80,-0.6666667,7,505,5,748,80,3,7
"2681",5,5,668,81,-0.6666667,7,505,5,799,81,3,7
"2682",5,5,664,82,-0.6666667,7,505,5,892,82,3,7
"2683",5,5,582,83,-0.6666667,7,505,5,858,83,3,7
"2684",505,5,850,1,3,3,5,5,600.6667,1,-0.6666667,3
"2685",505,5,782,2,3,3,5,5,559,2,-0.6666667,3
"2686",505,5,771,3,3,3,5,5,563.3333,3,-0.6666667,3
"2687",505,5,794,4,3,3,5,5,535,4,-0.6666667,3
"2688",505,5,787,5,3,3,5,5,525.3333,5,-0.6666667,3
"2689",505,5,844,6,3,3,5,5,610.6667,6,-0.6666667,3
"2690",505,5,886,7,3,3,5,5,619,7,-0.6666667,3
"2691",505,5,877,8,3,3,5,5,592,8,-0.6666667,3
"2692",505,5,872,9,3,3,5,5,597,9,-0.6666667,3
"2693",505,5,850,10,3,3,5,5,661,10,-0.6666667,3
"2694",505,5,821,11,3,3,5,5,634,11,-0.6666667,3
"2695",505,5,822,12,3,3,5,5,710,12,-0.6666667,3
"2696",505,5,797,13,3,3,5,5,640,13,-0.6666667,3
"2697",505,5,832,14,3,3,5,5,627,14,-0.6666667,3
"2698",505,5,874,15,3,3,5,5,628,15,-0.6666667,3
"2699",505,5,828,16,3,3,5,5,613,16,-0.6666667,3
"2700",505,5,848,17,3,3,5,5,600,17,-0.6666667,3
"2701",505,5,806,18,3,3,5,5,612,18,-0.6666667,3
"2702",505,5,802,19,3,3,5,5,575,19,-0.6666667,3
"2703",505,5,858,20,3,3,5,5,586.6667,20,-0.6666667,3
"2704",505,5,908,21,3,3,5,5,649,21,-0.6666667,3
"2705",505,5,846,22,3,3,5,5,660,22,-0.6666667,3
"2706",505,5,799,23,3,3,5,5,620,23,-0.6666667,3
"2707",505,5,788,24,3,3,5,5,642,24,-0.6666667,3
"2708",505,5,817,25,3,3,5,5,655,25,-0.6666667,3
"2709",505,5,860,26,3,3,5,5,901,26,-0.6666667,3
"2710",505,5,825,27,3,3,5,5,578.6667,27,-0.6666667,3
"2711",505,5,786,28,3,3,5,5,710,28,-0.6666667,3
"2712",505,5,722,29,3,3,5,5,705,29,-0.6666667,3
"2713",505,5,732,30,3,3,5,5,634,30,-0.6666667,3
"2714",505,5,772,31,3,3,5,5,569,31,-0.6666667,3
"2715",505,5,890,32,3,3,5,5,593,32,-0.6666667,3
"2716",505,5,938,33,3,3,5,5,650,33,-0.6666667,3
"2717",505,5,898,34,3,3,5,5,645,34,-0.6666667,3
"2718",505,5,790,35,3,3,5,5,623,35,-0.6666667,3
"2719",505,5,772,36,3,3,5,5,615,36,-0.6666667,3
"2720",505,5,838,37,3,3,5,5,592,37,-0.6666667,3
"2721",505,5,882,38,3,3,5,5,569.3333,38,-0.6666667,3
"2722",505,5,892,39,3,3,5,5,579,39,-0.6666667,3
"2723",505,5,844,40,3,3,5,5,589.3333,40,-0.6666667,3
"2724",505,5,805,41,3,3,5,5,566,41,-0.6666667,3
"2725",505,5,830,42,3,3,5,5,563.3333,42,-0.6666667,3
"2726",505,5,858,43,3,3,5,5,582,43,-0.6666667,3
"2727",505,5,894,44,3,3,5,5,626.6667,44,-0.6666667,3
"2728",505,5,868,45,3,3,5,5,636,45,-0.6666667,3
"2729",505,5,884,46,3,3,5,5,558,46,-0.6666667,3
"2730",505,5,798,1,3,4,5,5,567,1,-0.6666667,4
"2731",505,5,832,2,3,4,5,5,598,2,-0.6666667,4
"2732",505,5,804,3,3,4,5,5,575.3333,3,-0.6666667,4
"2733",505,5,783,4,3,4,5,5,524,4,-0.6666667,4
"2734",505,5,768,5,3,4,5,5,522.6667,5,-0.6666667,4
"2735",505,5,809,6,3,4,5,5,529,6,-0.6666667,4
"2736",505,5,755,7,3,4,5,5,506,7,-0.6666667,4
"2737",505,5,774,8,3,4,5,5,590,8,-0.6666667,4
"2738",505,5,828,9,3,4,5,5,722,9,-0.6666667,4
"2739",505,5,842,10,3,4,5,5,715,10,-0.6666667,4
"2740",505,5,844,11,3,4,5,5,673,11,-0.6666667,4
"2741",505,5,815,12,3,4,5,5,628,12,-0.6666667,4
"2742",505,5,762,13,3,4,5,5,593.3333,13,-0.6666667,4
"2743",505,5,736,14,3,4,5,5,588,14,-0.6666667,4
"2744",505,5,731,15,3,4,5,5,586.6667,15,-0.6666667,4
"2745",505,5,775,16,3,4,5,5,579,16,-0.6666667,4
"2746",505,5,864,17,3,4,5,5,562,17,-0.6666667,4
"2747",505,5,824,18,3,4,5,5,526,18,-0.6666667,4
"2748",505,5,848,19,3,4,5,5,586,19,-0.6666667,4
"2749",505,5,822,20,3,4,5,5,656,20,-0.6666667,4
"2750",505,5,811,21,3,4,5,5,679,21,-0.6666667,4
"2751",505,5,792,22,3,4,5,5,640,22,-0.6666667,4
"2752",505,5,811,23,3,4,5,5,616,23,-0.6666667,4
"2753",505,5,838,24,3,4,5,5,576.6667,24,-0.6666667,4
"2754",505,5,866,25,3,4,5,5,596,25,-0.6666667,4
"2755",505,5,892,26,3,4,5,5,614,26,-0.6666667,4
"2756",505,5,894,27,3,4,5,5,590,27,-0.6666667,4
"2757",505,5,858,28,3,4,5,5,570,28,-0.6666667,4
"2758",505,5,852,29,3,4,5,5,578,29,-0.6666667,4
"2759",505,5,874,30,3,4,5,5,651,30,-0.6666667,4
"2760",505,5,916,31,3,4,5,5,784,31,-0.6666667,4
"2761",505,5,910,32,3,4,5,5,696,32,-0.6666667,4
"2762",505,5,872,33,3,4,5,5,714,33,-0.6666667,4
"2763",505,5,783,34,3,4,5,5,681,34,-0.6666667,4
"2764",505,5,790,35,3,4,5,5,692,35,-0.6666667,4
"2765",505,5,828,36,3,4,5,5,703,36,-0.6666667,4
"2766",505,5,785,37,3,4,5,5,691,37,-0.6666667,4
"2767",505,5,788,38,3,4,5,5,637,38,-0.6666667,4
"2768",505,5,821,39,3,4,5,5,673,39,-0.6666667,4
"2769",505,5,838,40,3,4,5,5,636,40,-0.6666667,4
"2770",505,5,820,41,3,4,5,5,645,41,-0.6666667,4
"2771",505,5,789,42,3,4,5,5,697,42,-0.6666667,4
"2772",505,5,782,43,3,4,5,5,668,43,-0.6666667,4
"2773",505,5,746,44,3,4,5,5,630,44,-0.6666667,4
"2774",505,5,720,45,3,4,5,5,633,45,-0.6666667,4
"2775",505,5,716,46,3,4,5,5,616,46,-0.6666667,4
"2776",505,5,780,47,3,4,5,5,651,47,-0.6666667,4
"2777",505,5,811,48,3,4,5,5,595.3333,48,-0.6666667,4
"2778",505,5,780,49,3,4,5,5,576,49,-0.6666667,4
"2779",505,5,735,50,3,4,5,5,610,50,-0.6666667,4
"2780",505,5,761,51,3,4,5,5,606.6667,51,-0.6666667,4
"2781",505,5,766,52,3,4,5,5,575,52,-0.6666667,4
"2782",505,5,731,53,3,4,5,5,594.6667,53,-0.6666667,4
"2783",505,5,756,54,3,4,5,5,587,54,-0.6666667,4
"2784",505,5,758,55,3,4,5,5,560,55,-0.6666667,4
"2785",505,5,808,56,3,4,5,5,598,56,-0.6666667,4
"2786",505,5,840,57,3,4,5,5,610,57,-0.6666667,4
"2787",505,5,848,58,3,4,5,5,592,58,-0.6666667,4
"2788",505,5,778,59,3,4,5,5,545,59,-0.6666667,4
"2789",505,5,798,1,3,5,5,5,677,1,-0.6666667,5
"2790",505,5,866,2,3,5,5,5,683,2,-0.6666667,5
"2791",505,5,888,3,3,5,5,5,596,3,-0.6666667,5
"2792",505,5,892,4,3,5,5,5,560,4,-0.6666667,5
"2793",505,5,880,5,3,5,5,5,636,5,-0.6666667,5
"2794",505,5,776,6,3,5,5,5,685,6,-0.6666667,5
"2795",505,5,788,7,3,5,5,5,608,7,-0.6666667,5
"2796",505,5,812,8,3,5,5,5,547,8,-0.6666667,5
"2797",505,5,804,9,3,5,5,5,523.3333,9,-0.6666667,5
"2798",505,5,842,10,3,5,5,5,618,10,-0.6666667,5
"2799",505,5,803,11,3,5,5,5,633.3333,11,-0.6666667,5
"2800",505,5,762,12,3,5,5,5,579,12,-0.6666667,5
"2801",505,5,818,13,3,5,5,5,571,13,-0.6666667,5
"2802",505,5,852,14,3,5,5,5,642.6667,14,-0.6666667,5
"2803",505,5,876,15,3,5,5,5,642,15,-0.6666667,5
"2804",505,5,800,16,3,5,5,5,595,16,-0.6666667,5
"2805",505,5,786,17,3,5,5,5,564,17,-0.6666667,5
"2806",505,5,788,18,3,5,5,5,529,18,-0.6666667,5
"2807",505,5,862,19,3,5,5,5,615,19,-0.6666667,5
"2808",505,5,834,20,3,5,5,5,631.3333,20,-0.6666667,5
"2809",505,5,839,21,3,5,5,5,720,21,-0.6666667,5
"2810",505,5,780,22,3,5,5,5,673,22,-0.6666667,5
"2811",505,5,811,23,3,5,5,5,632,23,-0.6666667,5
"2812",505,5,776,24,3,5,5,5,566,24,-0.6666667,5
"2813",505,5,785,25,3,5,5,5,554.6667,25,-0.6666667,5
"2814",505,5,820,26,3,5,5,5,642,26,-0.6666667,5
"2815",505,5,864,27,3,5,5,5,670,27,-0.6666667,5
"2816",505,5,866,28,3,5,5,5,675,28,-0.6666667,5
"2817",505,5,844,29,3,5,5,5,661,29,-0.6666667,5
"2818",505,5,815,30,3,5,5,5,620,30,-0.6666667,5
"2819",505,5,778,31,3,5,5,5,617,31,-0.6666667,5
"2820",505,5,823,32,3,5,5,5,608,32,-0.6666667,5
"2821",505,5,888,33,3,5,5,5,663,33,-0.6666667,5
"2822",505,5,820,34,3,5,5,5,688,34,-0.6666667,5
"2823",505,5,847,35,3,5,5,5,625,35,-0.6666667,5
"2824",505,5,834,36,3,5,5,5,705,36,-0.6666667,5
"2825",505,5,808,37,3,5,5,5,678,37,-0.6666667,5
"2826",505,5,778,38,3,5,5,5,654.6667,38,-0.6666667,5
"2827",505,5,820,39,3,5,5,5,632,39,-0.6666667,5
"2828",505,5,834,40,3,5,5,5,563,40,-0.6666667,5
"2829",505,5,868,41,3,5,5,5,596.6667,41,-0.6666667,5
"2830",505,5,870,42,3,5,5,5,774,42,-0.6666667,5
"2831",505,5,788,43,3,5,5,5,753,43,-0.6666667,5
"2832",505,5,783,44,3,5,5,5,695,44,-0.6666667,5
"2833",505,5,812,45,3,5,5,5,675,45,-0.6666667,5
"2834",505,5,894,46,3,5,5,5,559,46,-0.6666667,5
"2835",505,5,946,47,3,5,5,5,534.6667,47,-0.6666667,5
"2836",505,5,914,48,3,5,5,5,646,48,-0.6666667,5
"2837",505,5,896,49,3,5,5,5,758,49,-0.6666667,5
"2838",505,5,836,50,3,5,5,5,714,50,-0.6666667,5
"2839",505,5,847,51,3,5,5,5,626,51,-0.6666667,5
"2840",505,5,910,52,3,5,5,5,681,52,-0.6666667,5
"2841",505,5,982,53,3,5,5,5,687,53,-0.6666667,5
"2842",505,5,974,54,3,5,5,5,658,54,-0.6666667,5
"2843",505,5,968,55,3,5,5,5,626.6667,55,-0.6666667,5
"2844",505,5,948,56,3,5,5,5,564,56,-0.6666667,5
"2845",505,5,864,1,3,6,5,5,585,1,-0.6666667,6
"2846",505,5,864,2,3,6,5,5,525.3333,2,-0.6666667,6
"2847",505,5,842,3,3,6,5,5,523.3333,3,-0.6666667,6
"2848",505,5,852,4,3,6,5,5,595,4,-0.6666667,6
"2849",505,5,786,5,3,6,5,5,610,5,-0.6666667,6
"2850",505,5,771,6,3,6,5,5,600,6,-0.6666667,6
"2851",505,5,772,7,3,6,5,5,574,7,-0.6666667,6
"2852",505,5,812,8,3,6,5,5,584.6667,8,-0.6666667,6
"2853",505,5,894,9,3,6,5,5,530,9,-0.6666667,6
"2854",505,5,798,10,3,6,5,5,515.3333,10,-0.6666667,6
"2855",505,5,732,11,3,6,5,5,590,11,-0.6666667,6
"2856",505,5,739,12,3,6,5,5,582,12,-0.6666667,6
"2857",505,5,749,13,3,6,5,5,576,13,-0.6666667,6
"2858",505,5,828,14,3,6,5,5,607.3333,14,-0.6666667,6
"2859",505,5,850,15,3,6,5,5,601,15,-0.6666667,6
"2860",505,5,816,16,3,6,5,5,599,16,-0.6666667,6
"2861",505,5,732,17,3,6,5,5,606.6667,17,-0.6666667,6
"2862",505,5,740,18,3,6,5,5,578,18,-0.6666667,6
"2863",505,5,782,19,3,6,5,5,572.6667,19,-0.6666667,6
"2864",505,5,808,20,3,6,5,5,566,20,-0.6666667,6
"2865",505,5,847,21,3,6,5,5,575.3333,21,-0.6666667,6
"2866",505,5,898,22,3,6,5,5,574,22,-0.6666667,6
"2867",505,5,910,23,3,6,5,5,562.6667,23,-0.6666667,6
"2868",505,5,892,24,3,6,5,5,541,24,-0.6666667,6
"2869",505,5,817,25,3,6,5,5,516,25,-0.6666667,6
"2870",505,5,760,26,3,6,5,5,522.6667,26,-0.6666667,6
"2871",505,5,792,27,3,6,5,5,643,27,-0.6666667,6
"2872",505,5,826,28,3,6,5,5,684,28,-0.6666667,6
"2873",505,5,916,29,3,6,5,5,653,29,-0.6666667,6
"2874",505,5,922,30,3,6,5,5,590,30,-0.6666667,6
"2875",505,5,860,31,3,6,5,5,555.3333,31,-0.6666667,6
"2876",505,5,848,32,3,6,5,5,658,32,-0.6666667,6
"2877",505,5,867,33,3,6,5,5,693,33,-0.6666667,6
"2878",505,5,846,34,3,6,5,5,711,34,-0.6666667,6
"2879",505,5,852,35,3,6,5,5,691,35,-0.6666667,6
"2880",505,5,892,36,3,6,5,5,630,36,-0.6666667,6
"2881",505,5,914,37,3,6,5,5,559,37,-0.6666667,6
"2882",505,5,900,38,3,6,5,5,586.6667,38,-0.6666667,6
"2883",505,5,886,39,3,6,5,5,663,39,-0.6666667,6
"2884",505,5,850,40,3,6,5,5,705,40,-0.6666667,6
"2885",505,5,822,41,3,6,5,5,694,41,-0.6666667,6
"2886",505,5,824,42,3,6,5,5,624.6667,42,-0.6666667,6
"2887",505,5,874,43,3,6,5,5,621,43,-0.6666667,6
"2888",505,5,932,44,3,6,5,5,669,44,-0.6666667,6
"2889",505,5,948,45,3,6,5,5,627,45,-0.6666667,6
"2890",505,5,934,46,3,6,5,5,651,46,-0.6666667,6
"2891",505,5,828,47,3,6,5,5,649,47,-0.6666667,6
"2892",505,5,804,1,3,7,5,5,682,1,-0.6666667,7
"2893",505,5,935,2,3,7,5,5,660,2,-0.6666667,7
"2894",505,5,946,3,3,7,5,5,584.6667,3,-0.6666667,7
"2895",505,5,888,4,3,7,5,5,560,4,-0.6666667,7
"2896",505,5,838,5,3,7,5,5,647,5,-0.6666667,7
"2897",505,5,900,6,3,7,5,5,694,6,-0.6666667,7
"2898",505,5,949,7,3,7,5,5,631,7,-0.6666667,7
"2899",505,5,972,8,3,7,5,5,644,8,-0.6666667,7
"2900",505,5,960,9,3,7,5,5,620,9,-0.6666667,7
"2901",505,5,872,10,3,7,5,5,551,10,-0.6666667,7
"2902",505,5,878,11,3,7,5,5,504.6667,11,-0.6666667,7
"2903",505,5,813,12,3,7,5,5,540.6667,12,-0.6666667,7
"2904",505,5,824,13,3,7,5,5,583,13,-0.6666667,7
"2905",505,5,798,14,3,7,5,5,630.6667,14,-0.6666667,7
"2906",505,5,851,15,3,7,5,5,656,15,-0.6666667,7
"2907",505,5,858,16,3,7,5,5,550,16,-0.6666667,7
"2908",505,5,890,17,3,7,5,5,554.6667,17,-0.6666667,7
"2909",505,5,880,18,3,7,5,5,596,18,-0.6666667,7
"2910",505,5,844,19,3,7,5,5,618,19,-0.6666667,7
"2911",505,5,868,20,3,7,5,5,699,20,-0.6666667,7
"2912",505,5,855,21,3,7,5,5,674,21,-0.6666667,7
"2913",505,5,824,22,3,7,5,5,552,22,-0.6666667,7
"2914",505,5,832,23,3,7,5,5,526.6667,23,-0.6666667,7
"2915",505,5,837,24,3,7,5,5,635,24,-0.6666667,7
"2916",505,5,894,25,3,7,5,5,704,25,-0.6666667,7
"2917",505,5,906,26,3,7,5,5,670,26,-0.6666667,7
"2918",505,5,843,27,3,7,5,5,707,27,-0.6666667,7
"2919",505,5,806,28,3,7,5,5,674,28,-0.6666667,7
"2920",505,5,878,29,3,7,5,5,663,29,-0.6666667,7
"2921",505,5,906,30,3,7,5,5,615.3333,30,-0.6666667,7
"2922",505,5,864,31,3,7,5,5,590,31,-0.6666667,7
"2923",505,5,862,32,3,7,5,5,671,32,-0.6666667,7
"2924",505,5,802,33,3,7,5,5,668,33,-0.6666667,7
"2925",505,5,806,34,3,7,5,5,674,34,-0.6666667,7
"2926",505,5,820,35,3,7,5,5,638,35,-0.6666667,7
"2927",505,5,782,36,3,7,5,5,646,36,-0.6666667,7
"2928",505,5,823,37,3,7,5,5,674,37,-0.6666667,7
"2929",505,5,810,38,3,7,5,5,703,38,-0.6666667,7
"2930",505,5,819,39,3,7,5,5,655,39,-0.6666667,7
"2931",505,5,770,40,3,7,5,5,616,40,-0.6666667,7
"2932",505,5,738,41,3,7,5,5,598.6667,41,-0.6666667,7
"2933",505,5,804,42,3,7,5,5,613,42,-0.6666667,7
"2934",505,5,883,43,3,7,5,5,674,43,-0.6666667,7
"2935",505,5,918,44,3,7,5,5,634,44,-0.6666667,7
"2936",505,5,912,45,3,7,5,5,627,45,-0.6666667,7
"2937",505,5,870,46,3,7,5,5,592.6667,46,-0.6666667,7
"2938",505,5,826,47,3,7,5,5,627,47,-0.6666667,7
"2939",505,5,754,48,3,7,5,5,665,48,-0.6666667,7
"2940",505,5,788,49,3,7,5,5,665,49,-0.6666667,7
"2941",505,5,850,50,3,7,5,5,620,50,-0.6666667,7
"2942",505,5,860,51,3,7,5,5,641,51,-0.6666667,7
"2943",505,5,844,52,3,7,5,5,624,52,-0.6666667,7
"2944",505,5,860,53,3,7,5,5,663,53,-0.6666667,7
"2945",505,5,890,54,3,7,5,5,582,54,-0.6666667,7
"2946",505,5,916,55,3,7,5,5,556,55,-0.6666667,7
"2947",505,5,900,56,3,7,5,5,640,56,-0.6666667,7
"2948",505,5,866,57,3,7,5,5,649,57,-0.6666667,7
"2949",505,5,775,58,3,7,5,5,625,58,-0.6666667,7
"2950",505,5,782,59,3,7,5,5,557.3333,59,-0.6666667,7
"2951",505,5,772,60,3,7,5,5,516,60,-0.6666667,7
"2952",505,5,762,61,3,7,5,5,508,61,-0.6666667,7
"2953",505,5,804,62,3,7,5,5,633,62,-0.6666667,7
"2954",505,5,875,63,3,7,5,5,666,63,-0.6666667,7
"2955",505,5,894,64,3,7,5,5,703,64,-0.6666667,7
"2956",505,5,894,65,3,7,5,5,681,65,-0.6666667,7
"2957",505,5,870,66,3,7,5,5,642,66,-0.6666667,7
"2958",505,5,814,67,3,7,5,5,646,67,-0.6666667,7
"2959",505,5,862,68,3,7,5,5,586.6667,68,-0.6666667,7
"2960",505,5,922,69,3,7,5,5,655,69,-0.6666667,7
"2961",505,5,902,70,3,7,5,5,702,70,-0.6666667,7
"2962",505,5,888,71,3,7,5,5,689,71,-0.6666667,7
"2963",505,5,798,72,3,7,5,5,700,72,-0.6666667,7
"2964",505,5,806,73,3,7,5,5,706,73,-0.6666667,7
"2965",505,5,806,74,3,7,5,5,670,74,-0.6666667,7
"2966",505,5,777,75,3,7,5,5,659,75,-0.6666667,7
"2967",505,5,806,76,3,7,5,5,654,76,-0.6666667,7
"2968",505,5,839,77,3,7,5,5,648,77,-0.6666667,7
"2969",505,5,824,78,3,7,5,5,668,78,-0.6666667,7
"2970",505,5,788,79,3,7,5,5,665,79,-0.6666667,7
"2971",505,5,748,80,3,7,5,5,632.6667,80,-0.6666667,7
"2972",505,5,799,81,3,7,5,5,668,81,-0.6666667,7
"2973",505,5,892,82,3,7,5,5,664,82,-0.6666667,7
"2974",505,5,858,83,3,7,5,5,582,83,-0.6666667,7
"2975",8,8,766,1,2,3,508,8,1024,1,2.333333,3
"2976",8,8,810,2,2,3,508,8,926,2,2.333333,3
"2977",8,8,821,3,2,3,508,8,834,3,2.333333,3
"2978",8,8,825,4,2,3,508,8,819,4,2.333333,3
"2979",8,8,830,5,2,3,508,8,1006,5,2.333333,3
"2980",8,8,810,6,2,3,508,8,1026,6,2.333333,3
"2981",8,8,824,7,2,3,508,8,928,7,2.333333,3
"2982",8,8,839,8,2,3,508,8,928,8,2.333333,3
"2983",8,8,826,9,2,3,508,8,836,9,2.333333,3
"2984",8,8,844,10,2,3,508,8,850,10,2.333333,3
"2985",8,8,800,11,2,3,508,8,944,11,2.333333,3
"2986",8,8,756,12,2,3,508,8,894,12,2.333333,3
"2987",8,8,750,13,2,3,508,8,884,13,2.333333,3
"2988",8,8,710,14,2,3,508,8,882,14,2.333333,3
"2989",8,8,675,15,2,3,508,8,872,15,2.333333,3
"2990",8,8,784,16,2,3,508,8,836,16,2.333333,3
"2991",8,8,789,17,2,3,508,8,786,17,2.333333,3
"2992",8,8,808,18,2,3,508,8,740,18,2.333333,3
"2993",8,8,770,19,2,3,508,8,700,19,2.333333,3
"2994",8,8,698,20,2,3,508,8,950,20,2.333333,3
"2995",8,8,746,21,2,3,508,8,932,21,2.333333,3
"2996",8,8,802,22,2,3,508,8,900,22,2.333333,3
"2997",8,8,749,23,2,3,508,8,822,23,2.333333,3
"2998",8,8,663,24,2,3,508,8,880,24,2.333333,3
"2999",8,8,690,25,2,3,508,8,901,25,2.333333,3
"3000",8,8,693,26,2,3,508,8,892,26,2.333333,3
"3001",8,8,665,27,2,3,508,8,888,27,2.333333,3
"3002",8,8,653,28,2,3,508,8,940,28,2.333333,3
